datetime,leads,cpl,roi
2023-01-07 09:00:00,5,27.4,0.363
2023-01-07 10:00:00,3,30.34,0.463
2023-01-07 11:00:00,5,31.97,0.372
2023-01-07 12:00:00,4,32.14,0.332
2023-01-07 13:00:00,4,32.47,0.316
2023-01-07 14:00:00,2,26.13,0.389
2023-01-07 15:00:00,0,30.84,0.388
2023-01-07 16:00:00,4,26.77,0.449
2023-01-07 17:00:00,2,27.74,0.35
2023-01-07 18:00:00,1,31.34,0.468
2023-01-07 19:00:00,4,29.97,0.339
2023-01-07 20:00:00,3,31.06,0.34
2023-01-07 21:00:00,5,27.71,0.406
2023-01-07 22:00:00,5,32.47,0.402
2023-01-07 23:00:00,6,30.85,0.428
2023-01-08 00:00:00,4,31.21,0.341
2023-01-08 01:00:00,8,27.23,0.417
2023-01-08 02:00:00,7,31.69,0.315
2023-01-08 03:00:00,7,28.67,0.29
2023-01-08 04:00:00,8,28.04,0.491
2023-01-08 05:00:00,5,30.47,0.452
2023-01-08 06:00:00,8,30.34,0.399
2023-01-08 07:00:00,6,27.44,0.298
2023-01-08 08:00:00,5,33.2,0.376
2023-01-08 09:00:00,5,32.67,0.422
2023-01-08 10:00:00,8,30.21,0.376
2023-01-08 11:00:00,5,29.82,0.477
2023-01-08 12:00:00,8,29.58,0.431
2023-01-08 13:00:00,5,25.78,0.353
2023-01-08 14:00:00,3,29.06,0.319
2023-01-08 15:00:00,3,28.99,0.443
2023-01-08 16:00:00,7,27.6,0.441
2023-01-08 17:00:00,5,28.09,0.437
2023-01-08 18:00:00,4,23.9,0.483
2023-01-08 19:00:00,6,26.43,0.422
2023-01-08 20:00:00,6,30.42,0.404
2023-01-08 21:00:00,8,32.0,0.437
2023-01-08 22:00:00,9,26.61,0.461
2023-01-08 23:00:00,7,28.82,0.433
2023-01-09 00:00:00,6,30.61,0.401
2023-01-09 01:00:00,8,27.33,0.448
2023-01-09 02:00:00,9,29.68,0.404
2023-01-09 03:00:00,8,28.22,0.375
2023-01-09 04:00:00,8,30.63,0.405
2023-01-09 05:00:00,10,25.64,0.383
2023-01-09 06:00:00,10,25.96,0.395
2023-01-09 07:00:00,10,28.69,0.357
2023-01-09 08:00:00,8,28.28,0.449
2023-01-09 09:00:00,9,27.93,0.41
2023-01-09 10:00:00,7,29.16,0.435
2023-01-09 11:00:00,9,26.11,0.423
2023-01-09 12:00:00,9,25.19,0.354
2023-01-09 13:00:00,4,26.89,0.465
2023-01-09 14:00:00,5,27.07,0.388
2023-01-09 15:00:00,4,27.24,0.381
2023-01-09 16:00:00,5,30.31,0.41
2023-01-09 17:00:00,6,29.27,0.411
2023-01-09 18:00:00,4,28.76,0.529
2023-01-09 19:00:00,5,28.1,0.429
2023-01-09 20:00:00,5,26.75,0.375
2023-01-09 21:00:00,7,25.87,0.494
2023-01-09 22:00:00,8,25.14,0.317
2023-01-09 23:00:00,7,26.11,0.375
2023-01-10 00:00:00,9,27.38,0.371
2023-01-10 01:00:00,8,25.11,0.399
2023-01-10 02:00:00,9,27.73,0.416
2023-01-10 03:00:00,12,26.96,0.421
2023-01-10 04:00:00,12,26.52,0.42
2023-01-10 05:00:00,8,29.6,0.43
2023-01-10 06:00:00,11,22.32,0.396
2023-01-10 07:00:00,11,26.44,0.463
2023-01-10 08:00:00,7,22.46,0.318
2023-01-10 09:00:00,10,27.61,0.271
2023-01-10 10:00:00,10,28.62,0.436
2023-01-10 11:00:00,6,24.36,0.382
2023-01-10 12:00:00,5,24.58,0.485
2023-01-10 13:00:00,8,23.59,0.451
2023-01-10 14:00:00,6,27.08,0.428
2023-01-10 15:00:00,6,26.24,0.374
2023-01-10 16:00:00,6,26.33,0.432
2023-01-10 17:00:00,5,26.12,0.379
2023-01-10 18:00:00,3,24.87,0.402
2023-01-10 19:00:00,7,29.05,0.382
2023-01-10 20:00:00,7,27.3,0.412
2023-01-10 21:00:00,5,24.35,0.386
2023-01-10 22:00:00,6,25.29,0.449
2023-01-10 23:00:00,4,24.91,0.421
2023-01-11 00:00:00,7,29.43,0.373
2023-01-11 01:00:00,8,28.01,0.376
2023-01-11 02:00:00,7,26.31,0.335
2023-01-11 03:00:00,9,29.94,0.301
2023-01-11 04:00:00,7,29.4,0.445
2023-01-11 05:00:00,9,26.0,0.381
2023-01-11 06:00:00,6,25.61,0.338
2023-01-11 07:00:00,7,25.68,0.421
2023-01-11 08:00:00,6,24.47,0.362
2023-01-11 09:00:00,7,29.81,0.395
2023-01-11 10:00:00,5,24.3,0.334
2023-01-11 11:00:00,5,28.02,0.431
2023-01-11 12:00:00,6,27.64,0.403
2023-01-11 13:00:00,3,25.62,0.423
2023-01-11 14:00:00,1,29.82,0.377
2023-01-11 15:00:00,5,23.05,0.411
2023-01-11 16:00:00,5,25.98,0.326
2023-01-11 17:00:00,0,25.14,0.512
2023-01-11 18:00:00,3,28.01,0.419
2023-01-11 19:00:00,2,26.77,0.484
2023-01-11 20:00:00,3,22.58,0.385
2023-01-11 21:00:00,3,28.49,0.346
2023-01-11 22:00:00,3,26.95,0.374
2023-01-11 23:00:00,3,23.88,0.396
2023-01-12 00:00:00,3,25.23,0.392
2023-01-12 01:00:00,3,23.3,0.491
2023-01-12 02:00:00,4,25.54,0.355
2023-01-12 03:00:00,5,26.16,0.368
2023-01-12 04:00:00,4,25.16,0.434
2023-01-12 05:00:00,6,24.91,0.319
2023-01-12 06:00:00,7,22.56,0.396
2023-01-12 07:00:00,4,26.43,0.405
2023-01-12 08:00:00,5,21.89,0.42
2023-01-12 09:00:00,5,25.78,0.416
2023-01-12 10:00:00,4,22.09,0.498
2023-01-12 11:00:00,3,25.77,0.354
2023-01-12 12:00:00,3,25.64,0.366
2023-01-12 13:00:00,2,26.43,0.429
2023-01-12 14:00:00,0,27.33,0.409
2023-01-12 15:00:00,2,27.68,0.416
2023-01-12 16:00:00,2,22.34,0.328
2023-01-12 17:00:00,0,25.43,0.507
2023-01-12 18:00:00,0,29.55,0.421
2023-01-12 19:00:00,2,25.74,0.319
2023-01-12 20:00:00,0,23.82,0.429
2023-01-12 21:00:00,3,25.31,0.343
2023-01-12 22:00:00,5,24.68,0.444
2023-01-12 23:00:00,1,23.08,0.332
2023-01-13 00:00:00,1,27.15,0.448
2023-01-13 01:00:00,3,26.57,0.337
2023-01-13 02:00:00,5,22.71,0.349
2023-01-13 03:00:00,3,25.18,0.405
2023-01-13 04:00:00,6,24.21,0.367
2023-01-13 05:00:00,2,22.13,0.37
2023-01-13 06:00:00,5,22.49,0.321
2023-01-13 07:00:00,3,22.77,0.381
2023-01-13 08:00:00,6,25.17,0.442
2023-01-13 09:00:00,6,24.36,0.492
2023-01-13 10:00:00,1,23.34,0.439
2023-01-13 11:00:00,1,24.46,0.432
2023-01-13 12:00:00,3,26.73,0.313
2023-01-13 13:00:00,1,25.93,0.396
2023-01-13 14:00:00,1,27.21,0.365
2023-01-13 15:00:00,1,24.74,0.322
2023-01-13 16:00:00,0,28.39,0.334
2023-01-13 17:00:00,0,25.87,0.431
2023-01-13 18:00:00,0,24.18,0.37
2023-01-13 19:00:00,0,25.33,0.324
2023-01-13 20:00:00,3,22.64,0.366
2023-01-13 21:00:00,0,24.52,0.412
2023-01-13 22:00:00,3,25.98,0.364
2023-01-13 23:00:00,2,26.33,0.337
2023-01-14 00:00:00,3,24.28,0.352
2023-01-14 01:00:00,5,30.56,0.442
2023-01-14 02:00:00,5,24.74,0.294
2023-01-14 03:00:00,6,21.72,0.384
2023-01-14 04:00:00,6,27.5,0.392
2023-01-14 05:00:00,5,26.28,0.36
2023-01-14 06:00:00,4,25.52,0.35
2023-01-14 07:00:00,3,24.12,0.447
2023-01-14 08:00:00,4,25.83,0.446
2023-01-14 09:00:00,9,28.28,0.403
2023-01-14 10:00:00,6,25.44,0.37
2023-01-14 11:00:00,2,22.09,0.403
2023-01-14 12:00:00,1,18.12,0.418
2023-01-14 13:00:00,4,25.79,0.392
2023-01-14 14:00:00,3,23.04,0.419
2023-01-14 15:00:00,3,24.81,0.38
2023-01-14 16:00:00,2,23.39,0.24
2023-01-14 17:00:00,2,23.25,0.388
2023-01-14 18:00:00,3,23.47,0.432
2023-01-14 19:00:00,3,23.65,0.399
2023-01-14 20:00:00,0,26.55,0.414
2023-01-14 21:00:00,3,26.15,0.384
2023-01-14 22:00:00,3,22.58,0.388
2023-01-14 23:00:00,5,22.86,0.406
2023-01-15 00:00:00,10,25.76,0.494
2023-01-15 01:00:00,7,27.11,0.439
2023-01-15 02:00:00,6,27.08,0.433
2023-01-15 03:00:00,9,23.0,0.407
2023-01-15 04:00:00,8,26.98,0.331
2023-01-15 05:00:00,8,21.45,0.458
2023-01-15 06:00:00,9,24.6,0.442
2023-01-15 07:00:00,11,25.99,0.415
2023-01-15 08:00:00,6,20.86,0.395
2023-01-15 09:00:00,8,29.2,0.424
2023-01-15 10:00:00,5,27.68,0.385
2023-01-15 11:00:00,7,26.32,0.433
2023-01-15 12:00:00,5,23.1,0.355
2023-01-15 13:00:00,5,24.9,0.301
2023-01-15 14:00:00,5,26.62,0.337
2023-01-15 15:00:00,6,22.8,0.404
2023-01-15 16:00:00,6,24.69,0.382
2023-01-15 17:00:00,3,26.88,0.39
2023-01-15 18:00:00,5,22.08,0.332
2023-01-15 19:00:00,4,25.74,0.412
2023-01-15 20:00:00,4,21.57,0.345
2023-01-15 21:00:00,6,23.2,0.422
2023-01-15 22:00:00,6,24.09,0.326
2023-01-15 23:00:00,11,26.14,0.355
2023-01-16 00:00:00,9,23.72,0.348
2023-01-16 01:00:00,6,25.38,0.425
2023-01-16 02:00:00,8,23.76,0.374
2023-01-16 03:00:00,11,24.09,0.418
2023-01-16 04:00:00,13,27.66,0.454
2023-01-16 05:00:00,7,22.87,0.486
2023-01-16 06:00:00,7,26.7,0.408
2023-01-16 07:00:00,12,25.19,0.342
2023-01-16 08:00:00,10,24.05,0.459
2023-01-16 09:00:00,8,22.78,0.472
2023-01-16 10:00:00,9,22.94,0.394
2023-01-16 11:00:00,4,23.77,0.463
2023-01-16 12:00:00,7,24.96,0.413
2023-01-16 13:00:00,7,26.48,0.314
2023-01-16 14:00:00,8,24.69,0.365
2023-01-16 15:00:00,5,24.83,0.371
2023-01-16 16:00:00,6,25.15,0.378
2023-01-16 17:00:00,5,26.29,0.35
2023-01-16 18:00:00,6,26.64,0.348
2023-01-16 19:00:00,5,22.59,0.464
2023-01-16 20:00:00,6,24.82,0.31
2023-01-16 21:00:00,5,27.85,0.36
2023-01-16 22:00:00,8,22.78,0.427
2023-01-16 23:00:00,9,25.58,0.368
2023-01-17 00:00:00,8,25.11,0.416
2023-01-17 01:00:00,9,24.34,0.376
2023-01-17 02:00:00,7,28.67,0.418
2023-01-17 03:00:00,9,25.58,0.344
2023-01-17 04:00:00,10,28.55,0.303
2023-01-17 05:00:00,14,25.56,0.376
2023-01-17 06:00:00,8,26.49,0.307
2023-01-17 07:00:00,12,24.43,0.393
2023-01-17 08:00:00,10,24.47,0.339
2023-01-17 09:00:00,9,26.45,0.34
2023-01-17 10:00:00,11,26.5,0.47
2023-01-17 11:00:00,8,26.87,0.41
2023-01-17 12:00:00,7,26.45,0.319
2023-01-17 13:00:00,6,23.04,0.394
2023-01-17 14:00:00,8,24.12,0.389
2023-01-17 15:00:00,7,27.46,0.293
2023-01-17 16:00:00,4,21.87,0.413
2023-01-17 17:00:00,3,26.39,0.444
2023-01-17 18:00:00,5,25.61,0.375
2023-01-17 19:00:00,4,27.55,0.381
2023-01-17 20:00:00,5,26.71,0.368
2023-01-17 21:00:00,7,24.58,0.415
2023-01-17 22:00:00,5,24.51,0.383
2023-01-17 23:00:00,6,24.91,0.385
2023-01-18 00:00:00,7,27.14,0.355
2023-01-18 01:00:00,8,21.4,0.498
2023-01-18 02:00:00,4,26.35,0.383
2023-01-18 03:00:00,7,24.29,0.431
2023-01-18 04:00:00,8,26.47,0.409
2023-01-18 05:00:00,9,26.8,0.268
2023-01-18 06:00:00,7,22.82,0.377
2023-01-18 07:00:00,4,25.72,0.338
2023-01-18 08:00:00,8,26.51,0.445
2023-01-18 09:00:00,5,26.4,0.332
2023-01-18 10:00:00,4,26.01,0.42
2023-01-18 11:00:00,4,23.84,0.445
2023-01-18 12:00:00,4,24.18,0.41
2023-01-18 13:00:00,3,23.59,0.396
2023-01-18 14:00:00,0,27.48,0.376
2023-01-18 15:00:00,4,26.17,0.389
2023-01-18 16:00:00,4,26.33,0.329
2023-01-18 17:00:00,3,23.05,0.404
2023-01-18 18:00:00,1,26.43,0.448
2023-01-18 19:00:00,2,27.79,0.352
2023-01-18 20:00:00,3,22.87,0.396
2023-01-18 21:00:00,4,25.52,0.39
2023-01-18 22:00:00,4,23.48,0.411
2023-01-18 23:00:00,3,25.81,0.369
2023-01-19 00:00:00,4,24.88,0.32
2023-01-19 01:00:00,5,27.48,0.339
2023-01-19 02:00:00,7,27.09,0.279
2023-01-19 03:00:00,6,29.37,0.434
2023-01-19 04:00:00,6,26.71,0.415
2023-01-19 05:00:00,5,27.53,0.395
2023-01-19 06:00:00,7,25.77,0.36
2023-01-19 07:00:00,5,24.72,0.387
2023-01-19 08:00:00,3,28.63,0.394
2023-01-19 09:00:00,6,29.48,0.369
2023-01-19 10:00:00,4,28.44,0.371
2023-01-19 11:00:00,2,27.32,0.461
2023-01-19 12:00:00,1,25.15,0.333
2023-01-19 13:00:00,2,29.42,0.445
2023-01-19 14:00:00,2,28.33,0.314
2023-01-19 15:00:00,1,31.25,0.475
2023-01-19 16:00:00,1,24.93,0.276
2023-01-19 17:00:00,3,29.0,0.418
2023-01-19 18:00:00,2,28.41,0.362
2023-01-19 19:00:00,1,26.67,0.387
2023-01-19 20:00:00,2,30.12,0.388
2023-01-19 21:00:00,0,28.23,0.425
2023-01-19 22:00:00,2,25.59,0.297
2023-01-19 23:00:00,5,27.26,0.393
2023-01-20 00:00:00,2,25.64,0.404
2023-01-20 01:00:00,2,26.64,0.362
2023-01-20 02:00:00,2,29.02,0.389
2023-01-20 03:00:00,2,29.63,0.362
2023-01-20 04:00:00,3,28.13,0.422
2023-01-20 05:00:00,3,26.23,0.413
2023-01-20 06:00:00,2,28.53,0.406
2023-01-20 07:00:00,4,29.25,0.428
2023-01-20 08:00:00,5,23.9,0.457
2023-01-20 09:00:00,2,28.12,0.345
2023-01-20 10:00:00,5,27.55,0.506
2023-01-20 11:00:00,3,29.87,0.414
2023-01-20 12:00:00,3,28.78,0.369
2023-01-20 13:00:00,0,29.02,0.509
2023-01-20 14:00:00,2,27.12,0.374
2023-01-20 15:00:00,0,28.13,0.334
2023-01-20 16:00:00,2,30.05,0.369
2023-01-20 17:00:00,1,28.08,0.367
2023-01-20 18:00:00,1,28.6,0.449
2023-01-20 19:00:00,0,25.22,0.389
2023-01-20 20:00:00,0,28.19,0.399
2023-01-20 21:00:00,2,24.35,0.398
2023-01-20 22:00:00,1,27.38,0.453
2023-01-20 23:00:00,3,28.58,0.378
2023-01-21 00:00:00,1,30.03,0.384
2023-01-21 01:00:00,5,26.54,0.36
2023-01-21 02:00:00,2,29.33,0.373
2023-01-21 03:00:00,6,31.56,0.42
2023-01-21 04:00:00,6,27.38,0.431
2023-01-21 05:00:00,4,25.61,0.479
2023-01-21 06:00:00,6,29.33,0.389
2023-01-21 07:00:00,5,26.41,0.381
2023-01-21 08:00:00,4,27.19,0.414
2023-01-21 09:00:00,3,30.72,0.371
2023-01-21 10:00:00,1,32.67,0.362
2023-01-21 11:00:00,4,26.96,0.41
2023-01-21 12:00:00,1,27.53,0.374
2023-01-21 13:00:00,3,28.17,0.379
2023-01-21 14:00:00,2,27.99,0.424
2023-01-21 15:00:00,3,33.0,0.409
2023-01-21 16:00:00,2,28.11,0.494
2023-01-21 17:00:00,2,28.44,0.44
2023-01-21 18:00:00,4,32.49,0.355
2023-01-21 19:00:00,3,30.46,0.374
2023-01-21 20:00:00,4,31.32,0.325
2023-01-21 21:00:00,4,27.58,0.345
2023-01-21 22:00:00,2,28.37,0.457
2023-01-21 23:00:00,6,27.4,0.38
2023-01-22 00:00:00,7,31.12,0.324
2023-01-22 01:00:00,5,32.01,0.296
2023-01-22 02:00:00,6,28.41,0.32
2023-01-22 03:00:00,7,28.92,0.353
2023-01-22 04:00:00,7,29.05,0.394
2023-01-22 05:00:00,8,26.64,0.374
2023-01-22 06:00:00,10,28.43,0.428
2023-01-22 07:00:00,9,31.37,0.347
2023-01-22 08:00:00,5,28.12,0.455
2023-01-22 09:00:00,8,30.1,0.387
2023-01-22 10:00:00,9,27.34,0.416
2023-01-22 11:00:00,7,29.71,0.367
2023-01-22 12:00:00,8,28.92,0.444
2023-01-22 13:00:00,9,27.64,0.327
2023-01-22 14:00:00,7,31.71,0.332
2023-01-22 15:00:00,5,31.87,0.345
2023-01-22 16:00:00,6,28.28,0.452
2023-01-22 17:00:00,5,29.83,0.381
2023-01-22 18:00:00,5,30.39,0.346
2023-01-22 19:00:00,5,26.72,0.383
2023-01-22 20:00:00,8,27.6,0.402
2023-01-22 21:00:00,5,33.01,0.339
2023-01-22 22:00:00,9,28.35,0.401
2023-01-22 23:00:00,8,33.04,0.386
2023-01-23 00:00:00,6,27.88,0.368
2023-01-23 01:00:00,9,31.93,0.33
2023-01-23 02:00:00,6,30.03,0.437
2023-01-23 03:00:00,10,30.35,0.37
2023-01-23 04:00:00,11,34.45,0.246
2023-01-23 05:00:00,9,28.27,0.411
2023-01-23 06:00:00,10,32.01,0.412
2023-01-23 07:00:00,12,31.98,0.44
2023-01-23 08:00:00,8,37.62,0.413
2023-01-23 09:00:00,7,28.8,0.4
2023-01-23 10:00:00,11,29.74,0.368
2023-01-23 11:00:00,11,32.67,0.369
2023-01-23 12:00:00,7,30.68,0.427
2023-01-23 13:00:00,8,30.2,0.385
2023-01-23 14:00:00,9,33.08,0.321
2023-01-23 15:00:00,5,30.68,0.375
2023-01-23 16:00:00,5,29.47,0.39
2023-01-23 17:00:00,8,32.75,0.293
2023-01-23 18:00:00,9,32.09,0.43
2023-01-23 19:00:00,7,30.75,0.393
2023-01-23 20:00:00,5,30.7,0.324
2023-01-23 21:00:00,10,29.63,0.378
2023-01-23 22:00:00,7,32.95,0.387
2023-01-23 23:00:00,7,30.82,0.44
2023-01-24 00:00:00,9,30.05,0.438
2023-01-24 01:00:00,11,29.06,0.446
2023-01-24 02:00:00,11,32.45,0.411
2023-01-24 03:00:00,10,30.69,0.36
2023-01-24 04:00:00,10,27.73,0.347
2023-01-24 05:00:00,10,29.39,0.357
2023-01-24 06:00:00,10,31.37,0.389
2023-01-24 07:00:00,6,31.46,0.391
2023-01-24 08:00:00,9,31.43,0.444
2023-01-24 09:00:00,9,31.19,0.379
2023-01-24 10:00:00,6,29.04,0.291
2023-01-24 11:00:00,8,30.28,0.332
2023-01-24 12:00:00,6,34.44,0.343
2023-01-24 13:00:00,9,34.19,0.343
2023-01-24 14:00:00,8,33.31,0.252
2023-01-24 15:00:00,5,33.17,0.47
2023-01-24 16:00:00,5,34.04,0.283
2023-01-24 17:00:00,5,30.03,0.363
2023-01-24 18:00:00,4,32.37,0.425
2023-01-24 19:00:00,5,30.11,0.421
2023-01-24 20:00:00,4,30.18,0.318
2023-01-24 21:00:00,4,33.16,0.452
2023-01-24 22:00:00,7,34.36,0.445
2023-01-24 23:00:00,7,32.11,0.383
2023-01-25 00:00:00,6,35.84,0.393
2023-01-25 01:00:00,8,33.0,0.346
2023-01-25 02:00:00,6,31.06,0.404
2023-01-25 03:00:00,8,30.48,0.403
2023-01-25 04:00:00,9,34.72,0.367
2023-01-25 05:00:00,8,32.98,0.424
2023-01-25 06:00:00,8,34.11,0.408
2023-01-25 07:00:00,6,27.48,0.552
2023-01-25 08:00:00,6,33.32,0.346
2023-01-25 09:00:00,6,31.84,0.458
2023-01-25 10:00:00,5,30.12,0.349
2023-01-25 11:00:00,5,32.81,0.418
2023-01-25 12:00:00,2,35.16,0.261
2023-01-25 13:00:00,3,37.54,0.366
2023-01-25 14:00:00,3,33.53,0.415
2023-01-25 15:00:00,2,31.66,0.403
2023-01-25 16:00:00,2,31.57,0.291
2023-01-25 17:00:00,2,35.07,0.371
2023-01-25 18:00:00,3,31.19,0.465
2023-01-25 19:00:00,4,34.46,0.443
2023-01-25 20:00:00,2,33.83,0.439
2023-01-25 21:00:00,1,33.65,0.509
2023-01-25 22:00:00,2,30.18,0.304
2023-01-25 23:00:00,3,32.63,0.371
2023-01-26 00:00:00,4,30.46,0.393
2023-01-26 01:00:00,3,32.23,0.354
2023-01-26 02:00:00,3,35.28,0.397
2023-01-26 03:00:00,4,35.94,0.456
2023-01-26 04:00:00,5,33.93,0.396
2023-01-26 05:00:00,6,32.39,0.281
2023-01-26 06:00:00,4,36.74,0.425
2023-01-26 07:00:00,4,32.43,0.39
2023-01-26 08:00:00,3,31.36,0.282
2023-01-26 09:00:00,4,35.05,0.36
2023-01-26 10:00:00,2,34.6,0.304
2023-01-26 11:00:00,4,32.63,0.376
2023-01-26 12:00:00,0,33.95,0.365
2023-01-26 13:00:00,1,34.66,0.314
2023-01-26 14:00:00,1,34.21,0.403
2023-01-26 15:00:00,1,34.75,0.336
2023-01-26 16:00:00,4,32.85,0.457
2023-01-26 17:00:00,1,34.94,0.399
2023-01-26 18:00:00,0,33.95,0.377
2023-01-26 19:00:00,0,33.0,0.453
2023-01-26 20:00:00,0,33.47,0.403
2023-01-26 21:00:00,1,33.8,0.408
2023-01-26 22:00:00,0,31.13,0.387
2023-01-26 23:00:00,3,32.77,0.375
2023-01-27 00:00:00,2,34.2,0.411
2023-01-27 01:00:00,3,31.39,0.466
2023-01-27 02:00:00,2,32.88,0.219
2023-01-27 03:00:00,6,38.91,0.484
2023-01-27 04:00:00,3,31.91,0.34
2023-01-27 05:00:00,7,33.43,0.4
2023-01-27 06:00:00,5,32.55,0.304
2023-01-27 07:00:00,4,34.01,0.465
2023-01-27 08:00:00,4,32.63,0.321
2023-01-27 09:00:00,4,33.8,0.446
2023-01-27 10:00:00,0,32.87,0.378
2023-01-27 11:00:00,2,36.44,0.382
2023-01-27 12:00:00,3,34.52,0.327
2023-01-27 13:00:00,1,32.37,0.451
2023-01-27 14:00:00,0,36.08,0.382
2023-01-27 15:00:00,0,32.5,0.426
2023-01-27 16:00:00,3,31.31,0.286
2023-01-27 17:00:00,2,34.45,0.345
2023-01-27 18:00:00,0,38.29,0.402
2023-01-27 19:00:00,2,30.84,0.311
2023-01-27 20:00:00,0,31.85,0.408
2023-01-27 21:00:00,0,36.04,0.357
2023-01-27 22:00:00,1,33.27,0.351
2023-01-27 23:00:00,5,35.79,0.415
2023-01-28 00:00:00,3,32.91,0.398
2023-01-28 01:00:00,3,34.89,0.333
2023-01-28 02:00:00,4,38.11,0.446
2023-01-28 03:00:00,8,32.25,0.415
2023-01-28 04:00:00,7,36.7,0.289
2023-01-28 05:00:00,8,36.03,0.374
2023-01-28 06:00:00,5,31.7,0.408
2023-01-28 07:00:00,5,35.82,0.384
2023-01-28 08:00:00,3,34.86,0.223
2023-01-28 09:00:00,7,34.91,0.392
2023-01-28 10:00:00,2,35.41,0.427
2023-01-28 11:00:00,4,34.05,0.385
2023-01-28 12:00:00,2,34.91,0.392
2023-01-28 13:00:00,2,35.26,0.44
2023-01-28 14:00:00,1,36.29,0.31
2023-01-28 15:00:00,1,31.75,0.426
2023-01-28 16:00:00,1,37.4,0.406
2023-01-28 17:00:00,2,32.52,0.308
2023-01-28 18:00:00,4,36.36,0.424
2023-01-28 19:00:00,1,35.01,0.479
2023-01-28 20:00:00,4,32.3,0.406
2023-01-28 21:00:00,6,35.93,0.417
2023-01-28 22:00:00,4,32.99,0.336
2023-01-28 23:00:00,4,37.03,0.358
2023-01-29 00:00:00,5,33.48,0.338
2023-01-29 01:00:00,8,31.92,0.409
2023-01-29 02:00:00,7,37.98,0.363
2023-01-29 03:00:00,6,35.29,0.36
2023-01-29 04:00:00,8,36.67,0.424
2023-01-29 05:00:00,6,33.24,0.472
2023-01-29 06:00:00,9,31.16,0.384
2023-01-29 07:00:00,8,38.3,0.31
2023-01-29 08:00:00,7,34.94,0.391
2023-01-29 09:00:00,6,35.95,0.398
2023-01-29 10:00:00,5,36.28,0.43
2023-01-29 11:00:00,7,34.3,0.372
2023-01-29 12:00:00,8,35.43,0.432
2023-01-29 13:00:00,5,38.17,0.425
2023-01-29 14:00:00,6,34.92,0.373
2023-01-29 15:00:00,2,36.87,0.429
2023-01-29 16:00:00,4,31.01,0.435
2023-01-29 17:00:00,5,37.24,0.334
2023-01-29 18:00:00,4,31.95,0.436
2023-01-29 19:00:00,4,37.02,0.382
2023-01-29 20:00:00,5,35.78,0.376
2023-01-29 21:00:00,7,34.81,0.383
2023-01-29 22:00:00,6,34.8,0.45
2023-01-29 23:00:00,4,34.49,0.45
2023-01-30 00:00:00,5,33.36,0.412
2023-01-30 01:00:00,8,34.59,0.401
2023-01-30 02:00:00,10,39.41,0.383
2023-01-30 03:00:00,5,37.6,0.523
2023-01-30 04:00:00,9,33.25,0.354
2023-01-30 05:00:00,9,35.53,0.365
2023-01-30 06:00:00,12,35.18,0.403
2023-01-30 07:00:00,9,34.7,0.342
2023-01-30 08:00:00,10,32.98,0.44
2023-01-30 09:00:00,9,35.87,0.314
2023-01-30 10:00:00,5,36.67,0.352
2023-01-30 11:00:00,9,33.3,0.368
2023-01-30 12:00:00,8,38.88,0.337
2023-01-30 13:00:00,8,38.01,0.44
2023-01-30 14:00:00,12,36.05,0.322
2023-01-30 15:00:00,3,32.49,0.339
2023-01-30 16:00:00,9,35.75,0.354
2023-01-30 17:00:00,6,35.5,0.43
2023-01-30 18:00:00,6,35.96,0.46
2023-01-30 19:00:00,6,38.1,0.413
2023-01-30 20:00:00,6,34.56,0.322
2023-01-30 21:00:00,6,39.0,0.356
2023-01-30 22:00:00,8,35.71,0.466
2023-01-30 23:00:00,6,34.31,0.389
2023-01-31 00:00:00,10,39.68,0.315
2023-01-31 01:00:00,8,36.53,0.497
2023-01-31 02:00:00,8,33.95,0.359
2023-01-31 03:00:00,9,35.02,0.383
2023-01-31 04:00:00,12,36.11,0.353
2023-01-31 05:00:00,9,34.53,0.339
2023-01-31 06:00:00,10,35.09,0.452
2023-01-31 07:00:00,8,33.17,0.397
2023-01-31 08:00:00,10,31.42,0.403
2023-01-31 09:00:00,10,34.99,0.323
2023-01-31 10:00:00,11,35.05,0.372
2023-01-31 11:00:00,7,35.81,0.356
2023-01-31 12:00:00,8,33.59,0.345
2023-01-31 13:00:00,6,32.05,0.41
2023-01-31 14:00:00,8,32.78,0.37
2023-01-31 15:00:00,4,36.81,0.421
2023-01-31 16:00:00,6,33.35,0.423
2023-01-31 17:00:00,5,33.78,0.365
2023-01-31 18:00:00,5,34.03,0.409
2023-01-31 19:00:00,5,33.4,0.363
2023-01-31 20:00:00,6,33.23,0.347
2023-01-31 21:00:00,5,32.86,0.333
2023-01-31 22:00:00,6,37.39,0.391
2023-01-31 23:00:00,9,35.93,0.349
2023-02-01 00:00:00,8,37.05,0.455
2023-02-01 01:00:00,8,37.43,0.468
2023-02-01 02:00:00,7,29.81,0.41
2023-02-01 03:00:00,6,35.18,0.398
2023-02-01 04:00:00,9,33.3,0.387
2023-02-01 05:00:00,9,36.69,0.505
2023-02-01 06:00:00,10,32.95,0.484
2023-02-01 07:00:00,6,32.31,0.376
2023-02-01 08:00:00,6,31.53,0.376
2023-02-01 09:00:00,4,33.77,0.402
2023-02-01 10:00:00,5,36.18,0.327
2023-02-01 11:00:00,6,34.84,0.296
2023-02-01 12:00:00,4,31.9,0.319
2023-02-01 13:00:00,5,38.59,0.371
2023-02-01 14:00:00,3,35.56,0.339
2023-02-01 15:00:00,3,35.8,0.458
2023-02-01 16:00:00,1,36.79,0.312
